Id,Label,type,degree,closnesscentrality,betweenesscentrality,Authority,eigencentrality
5079873279,,User,1,0.24377,0,0.000053,0.000277
7288770110,,User,1,0.29328,0,0.000805,0.00121
1528508850,,User,1,0.303352,0,0.001062,0.002563
5177073526,,User,1,0.248821,0,0.000075,0.000232
5076819576,,User,1,0.250519,0,0.000106,0.000254
995445981,,User,1,0.250519,0,0.000106,0.000254
1213587940,,User,1,0.244206,0,0.000049,0.000728
1256314712,,User,1,0.244206,0,0.000049,0.000728
1505329293,,User,1,0.302756,0,0.001211,0.002411
6167570463,,User,1,0.302756,0,0.001211,0.002411
826153346,,User,1,0.191288,0,0,0.000139
5189678780,,User,1,0.191288,0,0,0.000139
1351929085,,User,1,0.220692,0,0.000007,0.000131
1551069504,,User,2,0.30943,0,0.001219,0.003137
1853530456,,User,1,0.231384,0,0.000011,0.000139
1353658629,,User,1,0.246239,0,0.000053,0.000237
1517069978,,User,1,0.300151,0,0.000938,0.001705
1545663847,,User,1,0.300151,0,0.000938,0.001705
1492242886,,User,1,0.303352,0,0.001062,0.002563
1633306564,,User,1,0.285711,0,0.000449,0.000811
6678519711,,User,1,0.285711,0,0.000449,0.000811
1535149403,,User,1,0.285711,0,0.000449,0.000811
6622147461,,User,1,0.285711,0,0.000449,0.000811
1516788954,,User,1,0.311958,0,0.001426,0.003394
1485139115,,User,2,0.313287,0,0.002123,0.004606
1655314179,,User,1,0.311958,0,0.001426,0.003394
5357101056,,User,1,0.191438,0,0,0.000153
5348610949,,User,2,0.236574,0,0.000016,0.001364
6315603117,,User,1,0.255431,0,0.000146,0.000375
6148894382,,User,2,0.273664,0,0.000384,0.000792
1374954364,,User,1,0.285711,0,0.000449,0.000811
2104977009,,User,1,0.285711,0,0.000449,0.000811
1548959606,,User,1,0.246239,0,0.000053,0.000237
5720789874,,User,1,0.555556,0,0,0.000118
aliancenarodnichsil,,Channel,5,1,10,0,0.000554
1488149715,,User,1,0.555556,0,0,0.000118
2100131118,,User,1,0.555556,0,0,0.000118
928548731,,User,2,0.248241,0,0.000063,0.001174
1504123958,,User,1,0.244206,0,0.000049,0.000728
1301951348,,User,1,0.305251,0,0.001017,0.00208
6551462337,,User,1,0.216308,0,0.000006,0.000129
1512396484,,User,2,0.323106,0,0.004034,0.008379
1494584034,,User,1,0.300151,0,0.000938,0.001705
1702729437,,User,2,0.323527,0,0.006617,0.012596
1103897848,,User,1,0.301123,0,0.001251,0.003028
6713967994,,User,1,0.249335,0,0.000103,0.000276
6821524858,,User,1,0.249335,0,0.000103,0.000276
629482056,,User,1,0.319682,0,0.002523,0.007527
1580806457,,User,1,0.319682,0,0.002523,0.007527
1680959183,,User,3,0.326843,0,0.004161,0.010658
6636595588,,User,1,0.251662,0,0.00012,0.000283
5530153162,,User,1,0.319682,0,0.002523,0.007527
656462232,,User,1,0.167757,0,0,0.000134
5500682279,,User,1,0.167757,0,0,0.000134
5657290844,,User,1,0.319682,0,0.002523,0.007527
6233792373,,User,1,0.319682,0,0.002523,0.007527
1588500669,,User,1,0.285711,0,0.000449,0.000811
1429784388,,User,1,0.285711,0,0.000449,0.000811
1799108531,,User,1,0.321701,0,0.003096,0.006674
1569287482,,User,1,0.300203,0,0.001079,0.002125
5404359569,,User,1,0.167757,0,0,0.000134
6349303108,,User,1,0.167757,0,0,0.000134
1534723627,,User,1,0.167757,0,0,0.000134
5093445136,,User,1,0.319682,0,0.002523,0.007527
1901685096,,User,1,0.319682,0,0.002523,0.007527
629156540,,User,1,0.319682,0,0.002523,0.007527
1570552898,,User,1,0.300203,0,0.001079,0.002125
1437290844,,User,1,0.160738,0,0,0.000169
5937711134,,User,1,0.277158,0,0.000397,0.000863
754373629,,User,1,0.277158,0,0.000397,0.000863
1523946387,,User,1,0.277158,0,0.000397,0.000863
1662180932,,User,1,0.319682,0,0.002523,0.007527
5079563728,,User,1,0.319682,0,0.002523,0.007527
5005874282,,User,1,0.277158,0,0.000397,0.000863
5823271220,,User,2,0.313765,0,0.001568,0.004098
1558400430,,User,1,0.285711,0,0.000449,0.000811
1506690006,,User,1,0.285711,0,0.000449,0.000811
1718164187,,User,1,0.319682,0,0.002523,0.007527
957071906,,User,1,0.277158,0,0.000397,0.000863
2081242558,,User,1,0.277158,0,0.000397,0.000863
1730470210,,User,1,0.277158,0,0.000397,0.000863
1701496440,,User,1,0.319682,0,0.002523,0.007527
6116255647,,User,1,0.31242,0,0.001171,0.003234
1424647917,,User,1,0.31242,0,0.001171,0.003234
1110621015,,User,1,0.255106,0,0.000132,0.000333
1772096627,,User,1,0.311958,0,0.001426,0.003394
2015725861,,User,2,0.32661,0,0.003948,0.010921
2052414243,,User,1,0.311958,0,0.001426,0.003394
6651593225,,User,1,0.6,0,0,0.000114
1862005728,,User,1,0.321931,0,0.005679,0.010891
1529043722,,User,1,0.311958,0,0.001426,0.003394
1883636448,,User,1,0.311958,0,0.001426,0.003394
5510905701,,User,2,0.250623,0,0.000105,0.000466
1881983945,,User,1,0.319682,0,0.002523,0.007527
1515938565,,User,2,0.324417,0,0.003553,0.009688
1551694576,,User,1,0.319682,0,0.002523,0.007527
840574466,,User,1,0.319682,0,0.002523,0.007527
1611514213,,User,1,0.311958,0,0.001426,0.003394
5105059158,,User,1,0.319682,0,0.002523,0.007527
1537407003,,User,1,0.319682,0,0.002523,0.007527
1550230648,,User,1,0.248482,0,0.00005,0.000223
2006084996,,User,1,0.319682,0,0.002523,0.007527
1568853963,,User,1,0.319682,0,0.002523,0.007527
1594880459,,User,1,0.319682,0,0.002523,0.007527
1593811518,,User,1,0.303352,0,0.001062,0.002563
1352489793,,User,1,0.303352,0,0.001062,0.002563
5492419333,,User,1,0.319682,0,0.002523,0.007527
1753666316,,User,1,0.319682,0,0.002523,0.007527
1947125885,,User,1,0.319682,0,0.002523,0.007527
457588154,,User,1,0.311958,0,0.001426,0.003394
1294698230,,User,1,0.290658,0,0.000566,0.001063
7037754553,,User,1,0.301008,0,0.000837,0.002479
331961527,,User,1,0.291929,0,0.000549,0.00138
714117573,,User,1,0.291929,0,0.000549,0.00138
1494679627,,User,1,0.231396,0,0.000011,0.000147
886126234,,User,1,0.308415,0,0.00103,0.002161
1435957343,,User,1,0.291929,0,0.000549,0.00138
1935643205,,User,1,0.303352,0,0.001062,0.002563
5025901452,,User,1,0.319682,0,0.002523,0.007527
1568087888,,User,1,0.319682,0,0.002523,0.007527
1545358023,,User,1,0.319682,0,0.002523,0.007527
1574211395,,User,1,0.308415,0,0.00103,0.002161
1515901988,,User,1,0.285711,0,0.000449,0.000811
1521417214,,User,1,0.319682,0,0.002523,0.007527
1974166320,,User,3,0.32565,0,0.004608,0.010048
802224645,,User,1,0.285711,0,0.000449,0.000811
1538305759,,User,1,0.319682,0,0.002523,0.007527
1526086897,,User,1,0.319682,0,0.002523,0.007527
1674736717,,User,1,0.285711,0,0.000449,0.000811
1470317390,,User,1,0.319682,0,0.002523,0.007527
1587841076,,User,1,0.319682,0,0.002523,0.007527
1533800027,,User,1,0.303617,0,0.000864,0.002305
6602796911,,User,1,0.249335,0,0.000103,0.000276
6770579844,,User,1,0.249335,0,0.000103,0.000276
7227948089,,User,1,0.285711,0,0.000449,0.000811
1488228022,,User,2,0.288056,0,0.000657,0.001214
5167626982,,User,1,0.303617,0,0.000864,0.002305
462111012,,User,1,0.303617,0,0.000864,0.002305
960015575,,User,1,0.285711,0,0.000449,0.000811
5561037757,,User,1,0.291929,0,0.000549,0.00138
7097086505,,User,1,0.291929,0,0.000549,0.00138
1280909070,,User,1,0.24319,0,0.000079,0.000213
1497532329,,User,1,0.285711,0,0.000449,0.000811
1153619436,,User,1,0.285711,0,0.000449,0.000811
1392643411,,User,1,0.285711,0,0.000449,0.000811
1374134740,,User,1,0.285711,0,0.000449,0.000811
6882673981,,User,1,0.24319,0,0.000079,0.000213
1838681454,,User,1,0.319682,0,0.002523,0.007527
6427807178,,User,1,0.285711,0,0.000449,0.000811
383299019,,User,1,0.285711,0,0.000449,0.000811
1596572026,,User,1,0.319682,0,0.002523,0.007527
1475626393,,User,1,0.319682,0,0.002523,0.007527
6955283274,,User,1,0.24319,0,0.000079,0.000213
834246043,,User,1,0.291929,0,0.000549,0.00138
1733335757,,User,1,0.291929,0,0.000549,0.00138
7303736972,,User,1,0.319682,0,0.002523,0.007527
6240804165,,User,1,0.319682,0,0.002523,0.007527
1594418348,,User,1,0.285711,0,0.000449,0.000811
1510683187,,User,1,0.319682,0,0.002523,0.007527
1441102282,,User,1,0.296712,0,0.000916,0.001514
1892980984,,User,1,0.319682,0,0.002523,0.007527
7170575233,,User,1,0.319682,0,0.002523,0.007527
5375432736,,User,1,0.319682,0,0.002523,0.007527
1182329432,,User,1,0.168079,0,0,0.000145
1188247057,,User,2,0.29556,0,0.000746,0.001724
1625844788,,User,2,0.294504,0,0.000841,0.001441
1692941274,,User,2,0.328327,0,0.007119,0.01505
7206543236,,User,1,0.309532,0,0.00144,0.004159
1630370295,,User,1,0.321931,0,0.005679,0.010891
1514406612,,User,1,0.321931,0,0.005679,0.010891
1595007335,,User,1,0.321931,0,0.005679,0.010891
6469510730,,User,1,0.318441,0,0.00258,0.005613
7476392682,,User,1,0.319682,0,0.002523,0.007527
1612766911,,User,1,0.319682,0,0.002523,0.007527
1784916335,,User,1,0.303352,0,0.001062,0.002563
1794739256,,User,1,0.308415,0,0.00103,0.002161
1504592432,,User,1,0.319682,0,0.002523,0.007527
1558028465,,User,1,0.319682,0,0.002523,0.007527
5997471798,,User,1,0.319682,0,0.002523,0.007527
1581364845,,User,1,0.319682,0,0.002523,0.007527
1592782229,,User,1,0.248482,0,0.00005,0.000223
948523525,,User,1,0.248482,0,0.00005,0.000223
6390665276,,User,2,0.310346,0,0.001909,0.004946
5352884521,,User,1,0.281213,0,0.000382,0.000925
1450377561,,User,1,0.285711,0,0.000449,0.000811
1428727943,,User,1,0.321701,0,0.003096,0.006674
1541270274,,User,1,0.319682,0,0.002523,0.007527
5474783691,,User,1,0.24319,0,0.000079,0.000213
6452460931,,User,2,0.313008,0,0.001562,0.004573
6595570074,,User,2,0.307205,0,0.001458,0.003571
1569154466,,User,1,0.291929,0,0.000549,0.00138
1368215896,,User,1,0.298828,0,0.000697,0.002268
7254186876,,User,2,0.321339,0,0.002721,0.006499
1571128081,,User,1,0.285711,0,0.000449,0.000811
1172108607,,User,1,0.318441,0,0.00258,0.005613
573838623,,User,1,0.285711,0,0.000449,0.000811
6159455118,,User,1,0.285711,0,0.000449,0.000811
1568591225,,User,1,0.303617,0,0.000864,0.002305
1664500860,,User,1,0.303617,0,0.000864,0.002305
1401942217,,User,1,0.303617,0,0.000864,0.002305
1104091034,,User,1,0.24319,0,0.000079,0.000213
1641351238,,User,1,0.24319,0,0.000079,0.000213
5186579552,,User,1,0.24319,0,0.000079,0.000213
1902710520,,User,1,0.285711,0,0.000449,0.000811
5430009890,,User,1,0.285711,0,0.000449,0.000811
5838739302,,User,1,0.319953,0,0.002272,0.005688
6672062879,,User,1,0.308694,0,0.001417,0.002989
1505030839,,User,1,0.303617,0,0.000864,0.002305
202794398,,User,1,0.482759,0,0,0.000131
1577800756,,User,2,0.322626,0,0.003983,0.008047
2007444636,,User,2,0.318202,0,0.002035,0.00554
7033736042,,User,1,0.308694,0,0.001417,0.002989
5404339885,,User,1,0.308415,0,0.00103,0.002161
5850802787,,User,1,0.308415,0,0.00103,0.002161
7030103233,,User,1,0.303352,0,0.001062,0.002563
1431784843,,User,1,0.301123,0,0.001251,0.003028
1739096213,,User,1,0.301123,0,0.001251,0.003028
1851632393,,User,1,0.149425,0,0,0.000414
1519239781,,User,1,0.319953,0,0.002272,0.005688
2045085935,,User,1,0.319953,0,0.002272,0.005688
1544176482,,User,1,0.236502,0,0.000016,0.001211
5112224681,,User,1,0.236502,0,0.000016,0.001211
1661187976,,User,1,0.236502,0,0.000016,0.001211
5930769745,,User,1,0.236502,0,0.000016,0.001211
1201165416,,User,1,0.236502,0,0.000016,0.001211
6431130788,,User,2,0.311154,0,0.001771,0.003427
1515014998,,User,1,0.321701,0,0.003096,0.006674
5210939640,,User,1,0.319953,0,0.002272,0.005688
1558218274,,User,1,0.319953,0,0.002272,0.005688
1616024116,,User,1,0.295872,0,0.000992,0.001735
1558510582,,User,2,0.326258,0,0.006671,0.012627
1422277054,,User,1,0.295872,0,0.000992,0.001735
1531238684,,User,1,0.321701,0,0.003096,0.006674
1553886565,,User,1,0.303352,0,0.001062,0.002563
1965179022,,User,1,0.321701,0,0.003096,0.006674
1557088855,,User,2,0.330737,0,0.005368,0.012362
1410831740,,User,1,0.461538,0,0,0.000116
atorabanorg,,Channel,4,0.75,9,0,0.000451
142559779,,User,1,0.461538,0,0,0.000116
857460750,,User,2,0.6,0,0,0.000233
Derafsh_IRANshahr,,Channel,4,0.75,9,0,0.000451
1545284564,,User,1,0.298882,0,0.001034,0.001888
6942366418,,User,1,0.529412,0,0,0.000126
427413,,User,1,0.529412,0,0,0.000126
35629917,,User,1,0.529412,0,0,0.000126
1580952437,,User,1,0.305251,0,0.001017,0.00208
2058446287,,User,1,0.303352,0,0.001062,0.002563
970795649,,User,1,0.461538,0,0,0.000116
1710976440,,User,1,0.461538,0,0,0.000116
1911679390,,User,1,0.246007,0,0.000104,0.000242
457962753,,User,1,0.21176,0,0.000005,0.000137
5059138472,,User,1,0.271889,0,0.000348,0.000921
641884109,,User,1,0.271889,0,0.000348,0.000921
5134208942,,User,1,0.257711,0,0.000156,0.000395
553147242,,User,1,0.257711,0,0.000156,0.000395
1540973772,,User,1,0.301086,0,0.001064,0.002039
5000440875,,User,1,0.298882,0,0.001034,0.001888
1259239327,,User,1,0.187482,0,0,0.000258
803390441,,User,1,0.555556,0,0,0.000118
5388685225,,User,1,0.283427,0,0.000543,0.000836
6844132513,,User,1,0.319682,0,0.002523,0.007527
1554822081,,User,1,0.319682,0,0.002523,0.007527
7015699976,,User,1,0.267974,0,0.000273,0.00052
1440557099,,User,1,0.303352,0,0.001062,0.002563
6426696261,,User,1,0.301123,0,0.001251,0.003028
1546578309,,User,2,0.307205,0,0.001458,0.003571
1501226042,,User,1,0.303617,0,0.000864,0.002305
5168287068,,User,1,0.303617,0,0.000864,0.002305
7478096179,,User,1,0.321931,0,0.005679,0.010891
1472382261,,User,1,0.319682,0,0.002523,0.007527
982976128,,User,1,0.267226,0,0.000263,0.000598
1826306457,,User,1,0.303617,0,0.000864,0.002305
1849989523,,User,1,0.291929,0,0.000549,0.00138
5119269958,,User,1,0.291929,0,0.000549,0.00138
371606267,,User,1,0.283427,0,0.000543,0.000836
7213931136,,User,1,0.277436,0,0.000365,0.000746
5374114387,,User,1,0.303352,0,0.001062,0.002563
1623870244,,User,1,0.293095,0,0.000697,0.001212
1906837573,,User,1,0.301086,0,0.001064,0.002039
236857228,,User,1,0.271889,0,0.000348,0.000921
1867971770,,User,1,0.319682,0,0.002523,0.007527
1356395919,,User,1,0.303352,0,0.001062,0.002563
1303976372,,User,1,0.303352,0,0.001062,0.002563
6604691050,,User,1,0.268381,0,0.000385,0.00089
1673309116,,User,2,0.322995,0,0.003734,0.009938
5088893260,,User,1,0.271889,0,0.000348,0.000921
1555455304,,User,1,0.319682,0,0.002523,0.007527
1506035811,,User,1,0.284433,0,0.000547,0.000921
1416483136,,User,1,0.309532,0,0.00144,0.004159
7372983014,,User,1,0.309532,0,0.00144,0.004159
1545570883,,User,1,0.256986,0,0.000187,0.000715
7130279418,,User,2,0.310346,0,0.001909,0.004946
1942511993,,User,1,0.149425,0,0,0.000414
2034362783,,User,1,0.285252,0,0.000558,0.000859
969661030,,User,1,0.308694,0,0.001417,0.002989
1486850701,,User,1,0.321931,0,0.005679,0.010891
1741187109,,User,1,0.286941,0,0.000557,0.000953
1313148269,,User,1,0.286941,0,0.000557,0.000953
1570175871,,User,2,0.310371,0,0.002121,0.004067
1376825009,,User,1,0.301123,0,0.001251,0.003028
1506084579,,User,1,0.270157,0,0.000288,0.000512
1404112105,,User,1,0.270157,0,0.000288,0.000512
5458256749,,User,1,0.292127,0,0.000568,0.0012
6848956192,,User,1,0.280368,0,0.000573,0.000893
1579011955,,User,2,0.29918,0,0.001378,0.002103
1728281969,,User,1,0.251804,0,0.000129,0.000305
1503580229,,User,2,0.301125,0,0.001268,0.003162
DF_P1,,Channel,2,0.301125,0,0.001268,0.003162
6932801051,,User,1,0.30259,0,0.001101,0.002173
2146101764,,User,1,0.249731,0,0.000065,0.000452
1758844663,,User,1,0.249731,0,0.000065,0.000452
1576868109,,User,1,0.301123,0,0.001251,0.003028
1507218822,,User,1,0.301123,0,0.001251,0.003028
5562250949,,User,1,0.251804,0,0.000129,0.000305
1242074324,,User,2,0.290976,0,0.000722,0.001571
1998340464,,User,1,0.251804,0,0.000129,0.000305
1318869230,,User,1,0.308694,0,0.001417,0.002989
5574917984,,User,1,0.287107,0,0.000658,0.000938
1217399279,,User,1,0.305251,0,0.001017,0.00208
5713842364,,User,1,0.305251,0,0.001017,0.00208
6398917340,,User,1,0.305251,0,0.001017,0.00208
1583839954,,User,1,0.280368,0,0.000573,0.000893
1532227767,,User,1,0.300203,0,0.001079,0.002125
6233268086,,User,1,0.306013,0,0.00122,0.00217
914424846,,User,1,0.306013,0,0.00122,0.00217
1279792629,,User,1,0.30152,0,0.000754,0.001347
1531531174,,User,2,0.305328,0,0.001308,0.0021
1769216473,,User,1,0.261753,0,0.000242,0.000494
6648040181,,User,1,0.261753,0,0.000242,0.000494
1723208437,,User,1,0.321701,0,0.003096,0.006674
1948615600,,User,1,0.321701,0,0.003096,0.006674
5417055687,,User,1,0.319953,0,0.002272,0.005688
1736387310,,User,1,0.319953,0,0.002272,0.005688
1159757644,,User,1,0.289882,0,0.00073,0.001027
1727904172,,User,1,0.300151,0,0.000938,0.001705
1599881976,,User,1,0.319682,0,0.002523,0.007527
1936793485,,User,1,0.30152,0,0.000754,0.001347
869973105,,User,1,0.276723,0,0.000475,0.000764
1392215824,,User,1,0.24761,0,0.000074,0.000243
1784931187,,User,1,0.248813,0,0.000069,0.000304
739771187,,User,2,0.312291,0,0.001495,0.003697
834801336,,User,2,0.281025,0,0.000595,0.001164
1507655814,,User,1,0.311958,0,0.001426,0.003394
355814116,,User,1,0.311958,0,0.001426,0.003394
683483009,,User,1,0.201572,0,0.000001,0.00019
6866589966,,User,1,0.201572,0,0.000001,0.00019
6043213883,,User,1,0.285392,0,0.000408,0.001064
6118750814,,User,1,0.285392,0,0.000408,0.001064
1770824311,,User,1,0.277432,0,0.000354,0.000831
1559411043,,User,1,0.319953,0,0.002272,0.005688
1562208828,,User,1,0.319953,0,0.002272,0.005688
1450468403,,User,1,0.319682,0,0.002523,0.007527
1920845677,,User,1,0.319682,0,0.002523,0.007527
1519926297,,User,1,0.319682,0,0.002523,0.007527
6283440465,,User,1,0.319682,0,0.002523,0.007527
6701076864,,User,3,0.301402,0,0.001528,0.002517
1574054171,,User,1,0.297446,0,0.000883,0.001486
1574322281,,User,1,0.319682,0,0.002523,0.007527
1654731305,,User,1,0.319682,0,0.002523,0.007527
6366043714,,User,1,0.290299,0,0.0008,0.001191
1710587522,,User,1,0.290272,0,0.000593,0.001266
1637747368,,User,2,0.290976,0,0.000722,0.001571
7179615028,,User,2,0.309526,0,0.002189,0.004605
1398767111,,User,1,0.303352,0,0.001062,0.002563
943823541,,User,1,0.291784,0,0.000887,0.001373
1593281803,,User,1,0.319682,0,0.002523,0.007527
6282205190,,User,1,0.230505,0,0.000009,0.000257
1266164950,,User,1,0.230505,0,0.000009,0.000257
1621451659,,User,1,0.290272,0,0.000593,0.001266
1527933033,,User,1,0.300151,0,0.000938,0.001705
73838822,,User,1,0.268325,0,0.000376,0.000664
1598372313,,User,1,0.303352,0,0.001062,0.002563
1837166063,,User,1,0.303352,0,0.001062,0.002563
1474673771,,User,1,0.303352,0,0.001062,0.002563
1990492723,,User,2,0.309526,0,0.002189,0.004605
1768977174,,User,1,0.319953,0,0.002272,0.005688
1584388762,,User,1,0.319682,0,0.002523,0.007527
1459745755,,User,2,0.32248,0,0.003689,0.008677
1457684929,,User,1,0.295693,0,0.00075,0.0011
1999316852,,User,1,0.300203,0,0.001079,0.002125
1682069899,,User,1,0.319682,0,0.002523,0.007527
7175195984,,User,2,0.311759,0,0.001634,0.004647
511591015,,User,1,0.278813,0,0.000464,0.000874
1560159617,,User,1,0.27875,0,0.000472,0.000784
7159049894,,User,1,0.268257,0,0.000317,0.000737
1533981879,,User,1,0.27875,0,0.000472,0.000784
5453021133,,User,1,0.318441,0,0.00258,0.005613
1688698466,,User,1,0.318441,0,0.00258,0.005613
1521400642,,User,1,0.300203,0,0.001079,0.002125
1220335836,,User,1,0.319953,0,0.002272,0.005688
1246961536,,User,1,0.248517,0,0.000094,0.000354
889404767,,User,1,0.248517,0,0.000094,0.000354
6977013370,,User,1,0.309532,0,0.00144,0.004159
1832221192,,User,1,0.321931,0,0.005679,0.010891
1585198677,,User,1,0.321701,0,0.003096,0.006674
5079863061,,User,1,0.302756,0,0.001211,0.002411
1634953919,,User,1,0.321931,0,0.005679,0.010891
1526250280,,User,2,0.329609,0,0.005676,0.012288
883426065,,User,1,0.27931,0,0.000377,0.00068
7480825451,,User,1,0.30259,0,0.001101,0.002173
6882469342,,User,1,0.30259,0,0.001101,0.002173
1416537888,,User,1,0.321701,0,0.003096,0.006674
5126698107,,User,1,0.252193,0,0.000144,0.000324
1447061718,,User,1,0.319682,0,0.002523,0.007527
5011414779,,User,1,0.319682,0,0.002523,0.007527
7360650311,,User,1,0.319953,0,0.002272,0.005688
6392048591,,User,1,0.290272,0,0.000593,0.001266
7057786991,,User,1,0.302046,0,0.001103,0.001987
1556285785,,User,1,0.319682,0,0.002523,0.007527
1295811616,,User,1,0.319682,0,0.002523,0.007527
1522443544,,User,1,0.319953,0,0.002272,0.005688
1137231363,,User,1,0.319953,0,0.002272,0.005688
5201060728,,User,2,0.309215,0,0.002001,0.004268
1614739701,,User,1,0.319953,0,0.002272,0.005688
553960842,,User,1,0.319953,0,0.002272,0.005688
1514843413,,User,1,0.319953,0,0.002272,0.005688
1528478947,,User,1,0.319953,0,0.002272,0.005688
7049482144,,User,1,0.319953,0,0.002272,0.005688
6502914203,,User,2,0.334655,0,0.007951,0.016579
1254927667,,User,1,0.303352,0,0.001062,0.002563
1548410153,,User,1,0.281213,0,0.000382,0.000925
1203393022,,User,1,0.302046,0,0.001103,0.001987
1329311176,,User,1,0.555556,0,0,0.000118
1594991042,,User,1,0.308694,0,0.001417,0.002989
1687158132,,User,1,0.321701,0,0.003096,0.006674
1342103918,,User,2,0.322516,0,0.003801,0.007921
1477981053,,User,1,0.29328,0,0.000805,0.00121
1246032948,,User,1,0.319682,0,0.002523,0.007527
6235149640,,User,1,0.319953,0,0.002272,0.005688
1341474051,,User,1,0.319682,0,0.002523,0.007527
5033865999,,User,2,0.322573,0,0.003373,0.007861
1985436141,,User,1,0.281102,0,0.000469,0.000786
1972601937,,User,1,0.319953,0,0.002272,0.005688
1562599689,,User,1,0.319953,0,0.002272,0.005688
1568007984,,User,1,0.319682,0,0.002523,0.007527
1518062185,,User,1,0.319682,0,0.002523,0.007527
1569649670,,User,3,0.325607,0,0.005249,0.01163
1498818334,,User,2,0.32225,0,0.003565,0.007461
1038983240,,User,1,0.319682,0,0.002523,0.007527
6961159846,,User,1,0.319682,0,0.002523,0.007527
1246298511,,User,1,0.300151,0,0.000938,0.001705
1552071143,,User,2,0.323527,0,0.00689,0.013302
1549683360,,User,1,0.302756,0,0.001211,0.002411
1544002058,,User,1,0.300203,0,0.001079,0.002125
1493888819,,User,1,0.321931,0,0.005679,0.010891
6136636099,,User,1,0.308415,0,0.00103,0.002161
1385354916,,User,1,0.319953,0,0.002272,0.005688
5734600470,,User,3,0.337103,0,0.009013,0.019142
1148811694,,User,1,0.276723,0,0.000475,0.000764
7016483969,,User,1,0.231242,0,0.000023,0.000188
1529080186,,User,1,0.303352,0,0.001062,0.002563
1588786867,,User,1,0.319953,0,0.002272,0.005688
2032667476,,User,1,0.319682,0,0.002523,0.007527
1660878571,,User,1,0.300203,0,0.001079,0.002125
43265795,,User,1,0.297601,0,0.001126,0.002042
424373748,,User,1,0.291929,0,0.000549,0.00138
1199542062,,User,1,0.281102,0,0.000469,0.000786
7107317623,,User,1,0.319953,0,0.002272,0.005688
6956145185,,User,2,0.315292,0,0.002518,0.005162
6218284227,,User,1,0.319682,0,0.002523,0.007527
1526915333,,User,1,0.319953,0,0.002272,0.005688
1347920339,,User,1,0.252842,0,0.00012,0.0004
1515547915,,User,1,0.301423,0,0.000994,0.001715
1478866237,,User,1,0.319953,0,0.002272,0.005688
1664049672,,User,1,0.319953,0,0.002272,0.005688
1695110208,,User,1,0.319953,0,0.002272,0.005688
7023703355,,User,1,0.319953,0,0.002272,0.005688
6781069513,,User,1,0.319953,0,0.002272,0.005688
7091308420,,User,1,0.319953,0,0.002272,0.005688
7142190311,,User,1,0.281102,0,0.000469,0.000786
7471244131,,User,1,0.321931,0,0.005679,0.010891
5117469170,,User,1,0.311958,0,0.001426,0.003394
1560148205,,User,1,0.308694,0,0.001417,0.002989
1575457128,,User,1,0.30152,0,0.000754,0.001347
483767681,,User,1,0.277436,0,0.000365,0.000746
1547310616,,User,1,0.278813,0,0.000464,0.000874
6029581940,,User,1,0.303352,0,0.001062,0.002563
6132001622,,User,2,0.322561,0,0.003585,0.01009
1540320453,,User,2,0.32429,0,0.00394,0.010516
1276102711,,User,1,0.308694,0,0.001417,0.002989
1372405386,,User,1,0.281025,0,0.000484,0.000916
553339213,,User,1,0.281025,0,0.000484,0.000916
1660722234,,User,1,0.297601,0,0.001126,0.002042
1450213342,,User,1,0.297601,0,0.001126,0.002042
1593370011,,User,1,0.321701,0,0.003096,0.006674
1585550385,,User,1,0.321701,0,0.003096,0.006674
778352561,,User,1,0.308415,0,0.00103,0.002161
5060124881,,User,1,0.311958,0,0.001426,0.003394
1549608650,,User,1,0.303352,0,0.001062,0.002563
7474588929,,User,1,0.319953,0,0.002272,0.005688
6500014351,,User,1,0.319953,0,0.002272,0.005688
7499846833,,User,1,0.303352,0,0.001062,0.002563
1520099260,,User,1,0.302046,0,0.001103,0.001987
1115668599,,User,1,0.261753,0,0.000242,0.000494
1312754369,,User,1,0.279901,0,0.000461,0.000943
79675840,,User,1,0.230868,0,0.000012,0.000127
218132843,,User,2,0.300159,0,0.00095,0.001832
1513382270,,User,1,0.289562,0,0.000662,0.001103
1413424674,,User,1,0.308694,0,0.001417,0.002989
5852143447,,User,1,0.308415,0,0.00103,0.002161
1697825444,,User,1,0.301123,0,0.001251,0.003028
1582112604,,User,1,0.283427,0,0.000543,0.000836
1601105507,,User,1,0.303617,0,0.000864,0.002305
1510245101,,User,2,0.311986,0,0.002483,0.004595
963881734,,User,1,0.311958,0,0.001426,0.003394
1693332970,,User,1,0.281102,0,0.000469,0.000786
398839042,,User,1,0.281102,0,0.000469,0.000786
6722651388,,User,1,0.319953,0,0.002272,0.005688
1548663647,,User,2,0.322492,0,0.003643,0.008176
1540425179,,User,1,0.319682,0,0.002523,0.007527
1017641176,,User,1,0.319682,0,0.002523,0.007527
1586481209,,User,1,0.319682,0,0.002523,0.007527
1857415917,,User,1,0.242439,0,0.00003,0.000176
1506865794,,User,2,0.323145,0,0.003774,0.010555
997913794,,User,1,0.301123,0,0.001251,0.003028
1560659088,,User,1,0.303617,0,0.000864,0.002305
1564754814,,User,1,0.321931,0,0.005679,0.010891
6162976670,,User,1,0.321931,0,0.005679,0.010891
7024493068,,User,1,0.29328,0,0.000805,0.00121
1456366414,,User,2,0.303416,0,0.002056,0.004238
1556889944,,User,2,0.305304,0,0.001725,0.003666
