source,target,type
1961058449,TraditionalBritainGroup,Reply
1961058449,TraditionalBritainGroup,Reply
1961058449,TraditionalBritainGroup,Reply
291569978,ByobluOfficial,Reply
291569978,ByobluOfficial,Reply
291569978,ByobluOfficial,Reply
1738379097,ByobluOfficial,Reply
125979092,ByobluOfficial,Reply
1673507602,ByobluOfficial,Reply
1673507602,ByobluOfficial,Reply
1673507602,ByobluOfficial,Reply
1673507602,ByobluOfficial,Reply
1555668088,ByobluOfficial,Reply
1555668088,ByobluOfficial,Reply
1402661257,NTDNews,Reply
1402661257,NTDNews,Reply
1402661257,NTDNews,Reply
1538936067,ENDHUMANTRAFFICKING,Reply
1538936067,infowarslive,Reply
1538936067,ENDHUMANTRAFFICKING,Reply
1565908694,pjwnews,Reply
1565908694,infowarslive,Reply
1565908694,pjwnews,Reply
1565908694,infowarslive,Reply
1565908694,infowarslive,Reply
1565908694,pjwnews,Reply
1565908694,pjwnews,Reply
1565908694,pjwnews,Reply
1565908694,infowarslive,Reply
1565908694,infowarslive,Reply
1565908694,pjwnews,Reply
1565908694,pjwnews,Reply
1565908694,infowarslive,Reply
1565908694,infowarslive,Reply
1565908694,pjwnews,Reply
1565908694,infowarslive,Reply
1565908694,infowarslive,Reply
1565908694,pjwnews,Reply
1565908694,pjwnews,Reply
1565908694,infowarslive,Reply
1565908694,infowarslive,Reply
1565908694,pjwnews,Reply
1565908694,pjwnews,Reply
6748262377,pjwnews,Reply
6748262377,pjwnews,Reply
6748262377,pjwnews,Reply
980532028,pjwnews,Reply
980532028,pjwnews,Reply
980532028,pjwnews,Reply
1696651205,NTDNews,Reply
1696651205,NTDNews,Reply
1696651205,NTDNews,Reply
1910008850,infowarslive,Reply
1910008850,infowarslive,Reply
1910008850,infowarslive,Reply
1489911417,infowarslive,Reply
1489911417,infowarslive,Reply
1489911417,infowarslive,Reply
1618517830,infowarslive,Reply
1618517830,infowarslive,Reply
1618517830,infowarslive,Reply
1618517830,infowarslive,Reply
1618517830,infowarslive,Reply
1618517830,infowarslive,Reply
1744897514,NTDNews,Reply
1744897514,NTDNews,Reply
1744897514,NTDNews,Reply
1744897514,NTDNews,Reply
5598967905,ByobluOfficial,Reply
6902425878,lifesitetelegram,Reply
7381637662,realKariLake,Reply
7381637662,realKariLake,Reply
7381637662,realKariLake,Reply
7381637662,realKariLake,Reply
1990586373,realKariLake,Reply
1990586373,realKariLake,Reply
1990586373,realKariLake,Reply
1990586373,realKariLake,Reply
1596543213,pjwnews,Reply
1596543213,pjwnews,Reply
1923502147,ByobluOfficial,Reply
1278479995,HOTWisconsin,Reply
1278479995,HOTWisconsin,Reply
1278479995,HOTWisconsin,Reply
1507271061,HOTWisconsin,Reply
1507271061,HOTWisconsin,Reply
1507271061,HOTWisconsin,Reply
2023728593,pjwnews,Reply
2023728593,pjwnews,Reply
2023728593,pjwnews,Reply
748898955,pjwnews,Reply
748898955,pjwnews,Reply
748898955,pjwnews,Reply
748898955,pjwnews,Reply
748898955,pjwnews,Reply
1621600205,PatriotArmy,Reply
1621600205,QNewsOfficialTV,Reply
1621600205,PatriotArmy,Reply
1621600205,PatriotArmy,Reply
1621600205,QNewsOfficialTV,Reply
1737578416,Qrashthematrix,Reply
1737578416,Qrashthematrix,Reply
1737578416,Qrashthematrix,Reply
1699205980,Qrashthematrix,Reply
1699205980,Qrashthematrix,Reply
1699205980,Qrashthematrix,Reply
1541891459,Qrashthematrix,Reply
1541891459,Qrashthematrix,Reply
1541891459,Qrashthematrix,Reply
1108918930,ByobluOfficial,Reply
5046753905,ByobluOfficial,Reply
802181118,ByobluOfficial,Reply
556775098,ByobluOfficial,Reply
5000286496,ByobluOfficial,Reply
1529406674,ByobluOfficial,Reply
1741823566,DismantlingTheCabal,Reply
1741823566,DismantlingTheCabal,Reply
1741823566,DismantlingTheCabal,Reply
1464586609,DismantlingTheCabal,Reply
1464586609,DismantlingTheCabal,Reply
1464586609,DismantlingTheCabal,Reply
1464586609,DismantlingTheCabal,Reply
1523882868,joeoltmann,Reply
1706492354,joeoltmann,Reply
1706492354,joeoltmann,Reply
1965617101,joeoltmann,Reply
1055953694,ByobluOfficial,Reply
1055953694,ByobluOfficial,Reply
1756219326,ByobluOfficial,Reply
1756219326,ByobluOfficial,Reply
1547989438,PatriotArmy,Reply
1547989438,PatriotArmy,Reply
1547989438,PatriotArmy,Reply
1547989438,PatriotArmy,Reply
1547989438,PatriotArmy,Reply
1547989438,PatriotArmy,Reply
1547989438,PatriotArmy,Reply
1547989438,PatriotArmy,Reply
1547989438,PatriotArmy,Reply
1547989438,PatriotArmy,Reply
1547989438,PatriotArmy,Reply
1500347592,Qrashthematrix,Reply
1500347592,Qrashthematrix,Reply
1500347592,Qrashthematrix,Reply
1420029038,Qrashthematrix,Reply
1420029038,Qrashthematrix,Reply
1420029038,Qrashthematrix,Reply
1420029038,Qrashthematrix,Reply
1420029038,Qrashthematrix,Reply
1420029038,Qrashthematrix,Reply
1556217074,Qrashthematrix,Reply
1556217074,Qrashthematrix,Reply
1556217074,Qrashthematrix,Reply
7545078931,realKarliBonne,Reply
7545078931,realKarliBonne,Reply
7545078931,realKarliBonne,Reply
1525927199,realKarliBonne,Reply
1525927199,realKarliBonne,Reply
1525927199,realKarliBonne,Reply
1506726955,realKarliBonne,Reply
1506726955,realKarliBonne,Reply
1506726955,realKarliBonne,Reply
5075624603,pjwnews,Reply
5075624603,pjwnews,Reply
5075624603,pjwnews,Reply
81859136,pjwnews,Reply
81859136,pjwnews,Reply
81859136,pjwnews,Reply
443348807,pjwnews,Reply
443348807,pjwnews,Reply
443348807,pjwnews,Reply
1511527068,joeoltmann,Reply
1511527068,joeoltmann,Reply
1511527068,joeoltmann,Reply
1514218034,joeoltmann,Reply
1514218034,joeoltmann,Reply
1514218034,joeoltmann,Reply
1591784570,realKarliBonne,Reply
1591784570,realKarliBonne,Reply
1591784570,realKarliBonne,Reply
1215538453,realKarliBonne,Reply
1215538453,realKarliBonne,Reply
1215538453,realKarliBonne,Reply
1886839139,realKarliBonne,Reply
1886839139,realKarliBonne,Reply
1886839139,realKarliBonne,Reply
1457898212,robinmg,Reply
1457898212,robinmg,Reply
1682501455,robinmg,Reply
1682501455,robinmg,Reply
6434245062,robinmg,Reply
6434245062,robinmg,Reply
1603950253,Qrashthematrix,Reply
1603950253,Qrashthematrix,Reply
1603950253,Qrashthematrix,Reply
1603950253,Qrashthematrix,Reply
1369587527,Qrashthematrix,Reply
1369587527,Qrashthematrix,Reply
1369587527,Qrashthematrix,Reply
1517726993,Qrashthematrix,Reply
1517726993,Qrashthematrix,Reply
1517726993,Qrashthematrix,Reply
5183271647,realKarliBonne,Reply
5183271647,realKarliBonne,Reply
5183271647,realKarliBonne,Reply
1563652704,realKarliBonne,Reply
1563652704,realKarliBonne,Reply
1563652704,realKarliBonne,Reply
1972868727,realKarliBonne,Reply
1972868727,realKarliBonne,Reply
1972868727,realKarliBonne,Reply
6270228640,WARPIGmemes,Reply
6270228640,WARPIGmemes,Reply
6270228640,WARPIGmemes,Reply
703095659,WARPIGmemes,Reply
703095659,WARPIGmemes,Reply
703095659,WARPIGmemes,Reply
1430152649,WARPIGmemes,Reply
1430152649,WARPIGmemes,Reply
1430152649,WARPIGmemes,Reply
1423876319,NTDNews,Reply
1423876319,NTDNews,Reply
1423876319,NTDNews,Reply
867165374,pjwnews,Reply
1503209683,pjwnews,Reply
1503209683,pjwnews,Reply
1503209683,pjwnews,Reply
1503209683,pjwnews,Reply
6680059672,pjwnews,Reply
1504143622,NTDNews,Reply
1504143622,NTDNews,Reply
1504143622,NTDNews,Reply
1504143622,NTDNews,Reply
1504143622,NTDNews,Reply
1504143622,NTDNews,Reply
1504143622,NTDNews,Reply
2012360575,NTDNews,Reply
2012360575,NTDNews,Reply
2012360575,NTDNews,Reply
5136841017,infowarslive,Reply
5136841017,infowarslive,Reply
5136841017,infowarslive,Reply
5136841017,infowarslive,Reply
5136841017,infowarslive,Reply
5136841017,infowarslive,Reply
5136841017,infowarslive,Reply
7881896445,TruthHammer,Reply
7881896445,TruthHammer,Reply
7881896445,TruthHammer,Reply
1344306030,TruthHammer,Reply
1344306030,TruthHammer,Reply
1344306030,TruthHammer,Reply
1677920348,TruthHammer,Reply
1677920348,TruthHammer,Reply
1677920348,TruthHammer,Reply
1595457133,pjwnews,Reply
1595457133,pjwnews,Reply
1595457133,pjwnews,Reply
1595457133,pjwnews,Reply
1595457133,pjwnews,Reply
838894345,pjwnews,Reply
838894345,pjwnews,Reply
838894345,pjwnews,Reply
838894345,pjwnews,Reply
838894345,pjwnews,Reply
838894345,pjwnews,Reply
7507830033,lifesitetelegram,Reply
7507830033,lifesitetelegram,Reply
7507830033,lifesitetelegram,Reply
7507830033,lifesitetelegram,Reply
7507830033,lifesitetelegram,Reply
5870326054,NTDNews,Reply
5870326054,NTDNews,Reply
5870326054,NTDNews,Reply
5870326054,NTDNews,Reply
5870326054,NTDNews,Reply
5870326054,NTDNews,Reply
5870326054,NTDNews,Reply
1618431045,realKarliBonne,Reply
1618431045,realKarliBonne,Reply
1618431045,realKarliBonne,Reply
1882096710,realKarliBonne,Reply
1882096710,ALoneRaccoon,Reply
1882096710,realKarliBonne,Reply
1882096710,realKarliBonne,Reply
1511684658,realKarliBonne,Reply
1511684658,realKarliBonne,Reply
1511684658,realKarliBonne,Reply
1530510392,realKarliBonne,Reply
1530510392,realKarliBonne,Reply
1530510392,realKarliBonne,Reply
1553583692,realKarliBonne,Reply
1553583692,realKarliBonne,Reply
1553583692,realKarliBonne,Reply
1553583692,realKarliBonne,Reply
1553583692,realKarliBonne,Reply
1553583692,realKarliBonne,Reply
1506237241,realKarliBonne,Reply
1506237241,realKarliBonne,Reply
1506237241,realKarliBonne,Reply
5253057519,realKarliBonne,Reply
5253057519,realKarliBonne,Reply
5253057519,realKarliBonne,Reply
5253057519,realKarliBonne,Reply
1539328655,QNewsOfficialTV,Reply
1539328655,QNewsOfficialTV,Reply
1539328655,QNewsOfficialTV,Reply
1539328655,QNewsOfficialTV,Reply
1539328655,QNewsOfficialTV,Reply
1539328655,QNewsOfficialTV,Reply
1572305642,AmericasAuditForce,Reply
1572305642,AmericasAuditForce,Reply
1572305642,AmericasAuditForce,Reply
1572305642,AmericasAuditForce,Reply
1572305642,AmericasAuditForce,Reply
1572305642,AmericasAuditForce,Reply
1572305642,AmericasAuditForce,Reply
1572305642,AmericasAuditForce,Reply
1572305642,AmericasAuditForce,Reply
1572305642,AmericasAuditForce,Reply
1572305642,AmericasAuditForce,Reply
1572305642,AmericasAuditForce,Reply
1572305642,AmericasAuditForce,Reply
1572305642,AmericasAuditForce,Reply
1588435753,DoctorQsBoomBox,Reply
1588435753,DoctorQsBoomBox,Reply
1588435753,DoctorQsBoomBox,Reply
1243230891,realKarliBonne,Reply
1243230891,realKarliBonne,Reply
1243230891,realKarliBonne,Reply
1591591159,realKarliBonne,Reply
1591591159,realKarliBonne,Reply
1591591159,realKarliBonne,Reply
1565626078,NTDNews,Reply
1565626078,NTDNews,Reply
1565626078,NTDNews,Reply
1565626078,NTDNews,Reply
1565626078,NTDNews,Reply
1565626078,NTDNews,Reply
1565626078,NTDNews,Reply
1565626078,NTDNews,Reply
1565626078,NTDNews,Reply
1565626078,NTDNews,Reply
1565626078,NTDNews,Reply
1565626078,NTDNews,Reply
1565626078,NTDNews,Reply
1565626078,NTDNews,Reply
5298971774,pjwnews,Reply
5298971774,pjwnews,Reply
5298971774,pjwnews,Reply
5298971774,pjwnews,Reply
790908239,pjwnews,Reply
790908239,pjwnews,Reply
790908239,pjwnews,Reply
790908239,pjwnews,Reply
790908239,pjwnews,Reply
790908239,pjwnews,Reply
790908239,pjwnews,Reply
790908239,pjwnews,Reply
790908239,pjwnews,Reply
790908239,pjwnews,Reply
790908239,pjwnews,Reply
790908239,pjwnews,Reply
1554802279,redpillresistance,Reply
1554802279,redpillresistance,Reply
1554802279,redpillresistance,Reply
5470455800,ENDHUMANTRAFFICKING,Reply
5470455800,ENDHUMANTRAFFICKING,Reply
5470455800,ENDHUMANTRAFFICKING,Reply
2075110474,Blazenherb,Reply
2075110474,Blazenherb,Reply
2075110474,Blazenherb,Reply
2075110474,Blazenherb,Reply
1406305297,theprofessorsrecord,Reply
1406305297,theprofessorsrecord,Reply
1406305297,theprofessorsrecord,Reply
1586215940,theprofessorsrecord,Reply
1586215940,theprofessorsrecord,Reply
1586215940,theprofessorsrecord,Reply
1580045803,thepeoplesaudit,Reply
1580045803,thepeoplesaudit,Reply
1580045803,thepeoplesaudit,Reply
1580045803,thepeoplesaudit,Reply
1580045803,thepeoplesaudit,Reply
1580045803,thepeoplesaudit,Reply
1580045803,thepeoplesaudit,Reply
1650955617,thepeoplesaudit,Reply
1650955617,realKarliBonne,Reply
1650955617,thepeoplesaudit,Reply
1650955617,thepeoplesaudit,Reply
1950119543,AmericasAuditForce,Reply
1950119543,AmericasAuditForce,Reply
1950119543,AmericasAuditForce,Reply
1950119543,AmericasAuditForce,Reply
1950119543,AmericasAuditForce,Reply
1537047054,NewMexicoAuditForce,Reply
1537047054,NewMexicoAuditForce,Reply
1537047054,NewMexicoAuditForce,Reply
1456980476,RedPillDealer4833,Reply
1456980476,RedPillDealer4833,Reply
1456980476,RedPillDealer4833,Reply
1657542517,veryreasonable,Reply
1657542517,veryreasonable,Reply
1657542517,veryreasonable,Reply
1657542517,veryreasonable,Reply
1657542517,veryreasonable,Reply
1562713414,veryreasonable,Reply
1562713414,veryreasonable,Reply
1562713414,veryreasonable,Reply
1513757332,veryreasonable,Reply
1513757332,candlesinthenight,Reply
1513757332,candlesinthenight,Reply
1513757332,veryreasonable,Reply
1513757332,candlesinthenight,Reply
1513757332,veryreasonable,Reply
1513757332,candlesinthenight,Reply
1785100329,Cat_The_Great,Reply
1785100329,Cat_The_Great,Reply
1785100329,Cat_The_Great,Reply
1556162618,Cat_The_Great,Reply
1556162618,Cat_The_Great,Reply
1556162618,Cat_The_Great,Reply
1590965767,Cat_The_Great,Reply
1590965767,Cat_The_Great,Reply
1590965767,Cat_The_Great,Reply
5490069487,GAelectionaudit,Reply
5490069487,GAelectionaudit,Reply
5490069487,GAelectionaudit,Reply
1485622695,BannonWarRoom,Reply
1485622695,pjwnews,Reply
1485622695,BannonWarRoom,Reply
1485622695,BannonWarRoom,Reply
1485622695,BannonWarRoom,Reply
1485622695,pjwnews,Reply
1485622695,BannonWarRoom,Reply
1485622695,BannonWarRoom,Reply
1485622695,BannonWarRoom,Reply
1897596387,BannonWarRoom,Reply
1897596387,BannonWarRoom,Reply
1897596387,BannonWarRoom,Reply
2021316294,BannonWarRoom,Reply
2021316294,Vigilant_News,Reply
2021316294,Vigilant_News,Reply
2021316294,BannonWarRoom,Reply
2021316294,BannonWarRoom,Reply
1422797345,Vigilant_News,Reply
1422797345,Vigilant_News,Reply
1422797345,Vigilant_News,Reply
1422797345,Vigilant_News,Reply
1542815911,Vigilant_News,Reply
1542815911,Vigilant_News,Reply
1542815911,Vigilant_News,Reply
1980619442,Vigilant_News,Reply
1980619442,infowarslive,Reply
1980619442,infowarslive,Reply
1980619442,Vigilant_News,Reply
1980619442,Vigilant_News,Reply
1980619442,infowarslive,Reply
1980619442,infowarslive,Reply
222293047,NTDNews,Reply
222293047,NTDNews,Reply
222293047,NTDNews,Reply
222293047,NTDNews,Reply
222293047,NTDNews,Reply
222293047,NTDNews,Reply
222293047,NTDNews,Reply
1597045258,NTDNews,Reply
1597045258,NTDNews,Reply
1597045258,NTDNews,Reply
1597045258,NTDNews,Reply
1423908044,PatriotArmy,Reply
1423908044,PatriotArmy,Reply
1423908044,PatriotArmy,Reply
1423908044,PatriotArmy,Reply
1423908044,PatriotArmy,Reply
5682140968,XLPajeetCryptoServicesChannel,Reply
5682140968,XLPajeetCryptoServicesChannel,Reply
5682140968,XLPajeetCryptoServicesChannel,Reply
5937461922,XLPajeetCryptoServicesChannel,Reply
5937461922,XLPajeetCryptoServicesChannel,Reply
5937461922,XLPajeetCryptoServicesChannel,Reply
1517222535,realKarliBonne,Reply
1517222535,realKarliBonne,Reply
1517222535,realKarliBonne,Reply
1608175751,realKarliBonne,Reply
1608175751,realKarliBonne,Reply
1608175751,realKarliBonne,Reply
1608175751,realKarliBonne,Reply
1523586014,realKarliBonne,Reply
1523586014,realKarliBonne,Reply
1523586014,realKarliBonne,Reply
1587019356,realKarliBonne,Reply
1587019356,realKarliBonne,Reply
1587019356,realKarliBonne,Reply
1587019356,realKarliBonne,Reply
1569611953,realKarliBonne,Reply
1569611953,realKarliBonne,Reply
1569611953,realKarliBonne,Reply
1580784724,realKarliBonne,Reply
1580784724,realKarliBonne,Reply
1580784724,realKarliBonne,Reply
1500451456,realKarliBonne,Reply
1500451456,realKarliBonne,Reply
1500451456,realKarliBonne,Reply
1956091696,realKarliBonne,Reply
1956091696,realKarliBonne,Reply
1956091696,realKarliBonne,Reply
1956091696,realKarliBonne,Reply
1514693098,realKarliBonne,Reply
1514693098,realKarliBonne,Reply
1514693098,realKarliBonne,Reply
1769666345,BannonWarRoom,Reply
1769666345,BannonWarRoom,Reply
1769666345,BannonWarRoom,Reply
1507263526,BannonWarRoom,Reply
1507263526,BannonWarRoom,Reply
1507263526,ElectionFraud20_org,Reply
1507263526,TheWashingtonPundit,Reply
1507263526,BannonWarRoom,Reply
1507263526,BannonWarRoom,Reply
1507263526,TheWashingtonPundit,Reply
1507263526,ElectionFraud20_org,Reply
1507263526,BannonWarRoom,Reply
1507263526,BannonWarRoom,Reply
1563947668,BannonWarRoom,Reply
1563947668,BannonWarRoom,Reply
1563947668,BannonWarRoom,Reply
1563947668,BannonWarRoom,Reply
1563947668,BannonWarRoom,Reply
1563947668,BannonWarRoom,Reply
1563947668,BannonWarRoom,Reply
1563947668,BannonWarRoom,Reply
1563947668,BannonWarRoom,Reply
1563947668,BannonWarRoom,Reply
5490054188,realKarliBonne,Reply
5490054188,realKarliBonne,Reply
5490054188,realKarliBonne,Reply
5283217286,realKarliBonne,Reply
5283217286,realKarliBonne,Reply
5283217286,realKarliBonne,Reply
1626781788,realKarliBonne,Reply
1626781788,realKarliBonne,Reply
1626781788,realKarliBonne,Reply
1626781788,realKarliBonne,Reply
1626781788,realKarliBonne,Reply
1626781788,realKarliBonne,Reply
1626781788,realKarliBonne,Reply
1626781788,realKarliBonne,Reply
1485792219,NewMexicoAuditForce,Reply
1485792219,NewMexicoAuditForce,Reply
1485792219,NewMexicoAuditForce,Reply
1584425988,realKarliBonne,Reply
1584425988,realKarliBonne,Reply
1584425988,realKarliBonne,Reply
1601190783,realKarliBonne,Reply
1601190783,realKarliBonne,Reply
1601190783,realKarliBonne,Reply
1563139201,realKarliBonne,Reply
1563139201,realKarliBonne,Reply
1563139201,realKarliBonne,Reply
1516836115,Qrashthematrix,Reply
1516836115,Qrashthematrix,Reply
1516836115,Qrashthematrix,Reply
1516836115,Qrashthematrix,Reply
1860734989,Qrashthematrix,Reply
1860734989,Qrashthematrix,Reply
1860734989,Qrashthematrix,Reply
1572322231,Qrashthematrix,Reply
1572322231,Qrashthematrix,Reply
1572322231,Qrashthematrix,Reply
1944058911,realKarliBonne,Reply
1944058911,realKarliBonne,Reply
1944058911,realKarliBonne,Reply
1663500097,realKarliBonne,Reply
1663500097,realKarliBonne,Reply
1663500097,realKarliBonne,Reply
5235130573,stormypatriotjoe21,Reply
5235130573,stormypatriotjoe21,Reply
5235130573,stormypatriotjoe21,Reply
1652416361,stormypatriotjoe21,Reply
1652416361,stormypatriotjoe21,Reply
1652416361,stormypatriotjoe21,Reply
1610231054,stormypatriotjoe21,Reply
1610231054,stormypatriotjoe21,Reply
1610231054,stormypatriotjoe21,Reply
1309266303,candlesinthenight,Reply
1309266303,candlesinthenight,Reply
1309266303,candlesinthenight,Reply
1309266303,candlesinthenight,Reply
6450798488,candlesinthenight,Reply
6450798488,candlesinthenight,Reply
6450798488,candlesinthenight,Reply
6450798488,candlesinthenight,Reply
1721243298,realKarliBonne,Reply
1721243298,realKarliBonne,Reply
1721243298,realKarliBonne,Reply
1721243298,realKarliBonne,Reply
1542308446,realKarliBonne,Reply
1542308446,realKarliBonne,Reply
1542308446,realKarliBonne,Reply
1542308446,realKarliBonne,Reply
1526522050,realKarliBonne,Reply
1526522050,realKarliBonne,Reply
1526522050,realKarliBonne,Reply
1526522050,realKarliBonne,Reply
1526522050,realKarliBonne,Reply
1526522050,realKarliBonne,Reply
1526522050,realKarliBonne,Reply
6063211982,realKarliBonne,Reply
6063211982,realKarliBonne,Reply
6063211982,realKarliBonne,Reply
6063211982,realKarliBonne,Reply
1566441276,realKarliBonne,Reply
1566441276,realKarliBonne,Reply
1566441276,realKarliBonne,Reply
1566441276,realKarliBonne,Reply
1647704144,realKarliBonne,Reply
1647704144,realKarliBonne,Reply
1647704144,realKarliBonne,Reply
1647704144,realKarliBonne,Reply
2122782072,stormypatriotjoe21,Reply
2122782072,stormypatriotjoe21,Reply
2122782072,stormypatriotjoe21,Reply
5749205552,stormypatriotjoe21,Reply
5749205552,Qrashthematrix,Reply
5749205552,stormypatriotjoe21,Reply
5749205552,stormypatriotjoe21,Reply
1500477823,stormypatriotjoe21,Reply
1500477823,BannonWarRoom,Reply
1500477823,stormypatriotjoe21,Reply
1500477823,stormypatriotjoe21,Reply
1441562334,realKarliBonne,Reply
1441562334,realKarliBonne,Reply
1441562334,realKarliBonne,Reply
5131331688,realKarliBonne,Reply
5131331688,realKarliBonne,Reply
5131331688,realKarliBonne,Reply
5131331688,realKarliBonne,Reply
5131331688,realKarliBonne,Reply
5131331688,realKarliBonne,Reply
2045773481,realKarliBonne,Reply
2045773481,realKarliBonne,Reply
2045773481,realKarliBonne,Reply
2045773481,realKarliBonne,Reply
1685342532,realKarliBonne,Reply
1685342532,realKarliBonne,Reply
1685342532,realKarliBonne,Reply
1552568157,realKarliBonne,Reply
1552568157,realKarliBonne,Reply
1552568157,realKarliBonne,Reply
1502987744,Vigilant_News,Reply
1502987744,Vigilant_News,Reply
1502987744,Vigilant_News,Reply
1502987744,Vigilant_News,Reply
1570809088,Vigilant_News,Reply
1570809088,Vigilant_News,Reply
1570809088,Vigilant_News,Reply
1531552319,HOTWisconsin,Reply
1531552319,HOTWisconsin,Reply
1531552319,HOTWisconsin,Reply
1517138823,ENDHUMANTRAFFICKING,Reply
1517138823,ENDHUMANTRAFFICKING,Reply
1517138823,ENDHUMANTRAFFICKING,Reply
1354326278,ENDHUMANTRAFFICKING,Reply
1354326278,ENDHUMANTRAFFICKING,Reply
1354326278,ENDHUMANTRAFFICKING,Reply
1652931633,ENDHUMANTRAFFICKING,Reply
1652931633,ENDHUMANTRAFFICKING,Reply
1652931633,ENDHUMANTRAFFICKING,Reply
1517136383,realKarliBonne,Reply
1517136383,realKarliBonne,Reply
1697397062,realKarliBonne,Reply
1697397062,realKarliBonne,Reply
1697397062,realKarliBonne,Reply
1522207577,realKarliBonne,Reply
1522207577,realKarliBonne,Reply
1454376332,candlesinthenight,Reply
1454376332,candlesinthenight,Reply
1520974806,candlesinthenight,Reply
1520974806,candlesinthenight,Reply
1488083762,candlesinthenight,Reply
1488083762,candlesinthenight,Reply
1360146706,VoterApathyParty01,Reply
1360146706,VoterApathyParty01,Reply
29030511,VoterApathyParty01,Reply
29030511,VoterApathyParty01,Reply
709454341,VoterApathyParty01,Reply
709454341,VoterApathyParty01,Reply
5691424109,RedPillDealer4833,Reply
5691424109,RedPillDealer4833,Reply
1570891539,BannonWarRoom,Reply
1570891539,BannonWarRoom,Reply
1570891539,BannonWarRoom,Reply
1573240140,BannonWarRoom,Reply
1573240140,BannonWarRoom,Reply
1573240140,BannonWarRoom,Reply
5143091772,Vigilant_News,Reply
5143091772,Vigilant_News,Reply
5143091772,Vigilant_News,Reply
5143091772,Vigilant_News,Reply
5143091772,Vigilant_News,Reply
5143091772,Vigilant_News,Reply
5143091772,Vigilant_News,Reply
5143091772,Vigilant_News,Reply
5143091772,Vigilant_News,Reply
1803244491,Vigilant_News,Reply
1803244491,Vigilant_News,Reply
1803244491,Vigilant_News,Reply
1803244491,Vigilant_News,Reply
1803244491,Vigilant_News,Reply
1803244491,BannonWarRoom,Reply
1803244491,BannonWarRoom,Reply
1803244491,redpillpharmacist,Reply
1803244491,Vigilant_News,Reply
1803244491,redpillpharmacist,Reply
1803244491,Vigilant_News,Reply
1803244491,Vigilant_News,Reply
1803244491,Vigilant_News,Reply
1803244491,Vigilant_News,Reply
1803244491,Vigilant_News,Reply
1803244491,Vigilant_News,Reply
1803244491,redpillpharmacist,Reply
1803244491,Vigilant_News,Reply
1803244491,BannonWarRoom,Reply
1479218623,PATRIOT_BERSERKER,Reply
1479218623,PATRIOT_BERSERKER,Reply
1479218623,PATRIOT_BERSERKER,Reply
1448521927,realKarliBonne,Reply
1448521927,realKarliBonne,Reply
1448521927,realKarliBonne,Reply
1707179288,realKarliBonne,Reply
1707179288,realKarliBonne,Reply
1707179288,realKarliBonne,Reply
1884011971,realKarliBonne,Reply
1884011971,realKarliBonne,Reply
1884011971,realKarliBonne,Reply
1521408305,PatriotArmy,Reply
1521408305,PatriotArmy,Reply
1521408305,PatriotArmy,Reply
1521408305,PatriotArmy,Reply
1521408305,PatriotArmy,Reply
1521408305,PatriotArmy,Reply
1521408305,PatriotArmy,Reply
1521408305,PatriotArmy,Reply
1714299530,QNewsOfficialTV,Reply
1714299530,QNewsOfficialTV,Reply
1714299530,QNewsOfficialTV,Reply
1018851687,QNewsOfficialTV,Reply
1018851687,QNewsOfficialTV,Reply
1018851687,QNewsOfficialTV,Reply
1018851687,QNewsOfficialTV,Reply
1018851687,BannonWarRoom,Reply
1018851687,QNewsOfficialTV,Reply
1018851687,QNewsOfficialTV,Reply
1018851687,QNewsOfficialTV,Reply
1018851687,QNewsOfficialTV,Reply
1018851687,QNewsOfficialTV,Reply
33884736,QNewsOfficialTV,Reply
33884736,QNewsOfficialTV,Reply
33884736,QNewsOfficialTV,Reply
1504969138,QNewsOfficialTV,Reply
1504969138,QNewsOfficialTV,Reply
1504969138,QNewsOfficialTV,Reply
1504969138,QNewsOfficialTV,Reply
1545786559,QNewsOfficialTV,Reply
1545786559,QNewsOfficialTV,Reply
1545786559,QNewsOfficialTV,Reply
1524368922,DoctorQsBoomBox,Reply
1524368922,DoctorQsBoomBox,Reply
1524368922,DoctorQsBoomBox,Reply
1355965547,QNewsOfficialTV,Reply
1355965547,QNewsOfficialTV,Reply
1355965547,QNewsOfficialTV,Reply
1554242897,QNewsOfficialTV,Reply
1554242897,QNewsOfficialTV,Reply
1554242897,QNewsOfficialTV,Reply
1505740925,QNewsOfficialTV,Reply
1505740925,QNewsOfficialTV,Reply
1505740925,QNewsOfficialTV,Reply
1525304914,NTDNews,Reply
1525304914,NTDNews,Reply
1525304914,NTDNews,Reply
5025859684,NTDNews,Reply
5025859684,NTDNews,Reply
5025859684,NTDNews,Reply
1585422004,NTDNews,Reply
1585422004,NTDNews,Reply
1585422004,NTDNews,Reply
1597229534,QNewsOfficialTV,Reply
1597229534,QNewsOfficialTV,Reply
1597229534,QNewsOfficialTV,Reply
1410981193,QNewsOfficialTV,Reply
1410981193,QNewsOfficialTV,Reply
1410981193,QNewsOfficialTV,Reply
781443697,pjwnews,Reply
781443697,pjwnews,Reply
781443697,pjwnews,Reply
5028163099,pjwnews,Reply
5028163099,pjwnews,Reply
5028163099,pjwnews,Reply
5028163099,pjwnews,Reply
2127853802,pjwnews,Reply
2127853802,pjwnews,Reply
2127853802,pjwnews,Reply
2127853802,pjwnews,Reply
2127853802,pjwnews,Reply
5932523681,realKarliBonne,Reply
5932523681,realKarliBonne,Reply
5932523681,realKarliBonne,Reply
5932523681,realKarliBonne,Reply
